wage,years_exp,edu,gender,industry
48.250619909887504,20,14,1,retail
49.69622334698289,27,12,1,retail
52.40587577639796,15,18,1,retail
35.956927313854315,11,14,0,health
43.22501675666022,9,16,1,health
22.401844800397917,2,16,0,retail
32.79165902300179,2,16,0,health
33.12024101558087,12,12,1,health
51.62861494919197,23,14,0,health
42.46591028211609,12,16,0,retail
27.30359858621376,4,14,1,retail
50.85758174754952,26,12,0,retail
57.196566736694706,24,16,1,public
47.10649912331728,9,16,1,tech
49.65594238678007,10,16,1,tech
44.54855881845614,8,16,1,tech
28.39288013777978,4,14,0,retail
37.19184672548236,12,12,0,retail
43.93155713426026,14,14,1,retail
38.10563985590614,20,12,0,public
27.319933427743194,5,14,0,retail
36.373157408149794,12,14,0,public
24.504452134465385,0,16,1,retail
43.14980663063115,15,14,0,tech
25.34813143176729,12,12,0,public
43.1766971900385,21,14,0,health
52.45043563212708,17,16,1,health
33.23525327547922,0,18,1,health
23.18297716505095,4,12,1,retail
29.933228104029368,3,16,1,retail
51.3626982338243,24,14,1,public
48.88638854870042,21,14,1,health
33.785563632757935,4,16,0,health
55.88400062869584,27,16,0,retail
52.933733237425976,15,18,0,health
43.97634951973588,26,12,0,retail
35.01367807987442,6,14,0,tech
51.59899004723875,21,16,0,retail
43.980673918339015,19,12,0,tech
57.359967966364614,29,16,0,public
46.77153014823775,12,14,1,tech
52.82760986219595,25,14,0,retail
31.055064522744747,1,16,1,retail
50.449433310310596,20,14,1,public
42.46807652284755,16,12,1,health
49.193744271302954,19,16,1,retail
56.91838999321062,23,16,0,public
64.88108039122065,25,18,0,public
26.773568977678792,2,14,0,public
66.5256855213375,26,16,1,health
37.696373274069096,13,16,1,retail
35.719620141216495,8,14,0,tech
30.98648832267394,1,18,1,retail
50.80189430695406,25,16,0,retail
39.035866719794015,21,12,1,public
46.92126695879483,17,16,0,retail
30.06993093434565,1,14,1,health
23.677476651393647,0,14,0,tech
30.275375708826704,8,12,0,tech
33.71856669549889,5,16,0,tech
51.55182885554361,22,18,0,retail
54.089608925823406,23,16,1,retail
38.48043714244951,6,12,1,tech
38.18431970632516,10,16,1,retail
25.86527384466845,1,14,1,public
57.956613801309786,25,16,0,health
28.405644125331587,1,18,0,retail
49.36735277072047,18,14,0,tech
45.666316217806745,18,16,0,retail
60.51049158240721,29,14,1,public
40.925023788580596,13,14,0,tech
47.11060301988848,22,14,1,public
32.80589086952874,8,14,0,health
30.059596932620757,2,14,1,health
41.636061396130735,24,12,0,retail
55.563476165305914,25,16,0,tech
64.1200828208103,27,18,0,health
42.23320682088643,19,12,1,public
25.942866796693867,3,14,1,retail
35.269319384298306,6,14,1,tech
44.76213626566103,17,16,1,retail
45.84843856161271,15,14,1,retail
14.504448381403927,2,12,1,retail
30.677543194964315,4,14,1,health
44.033788834241186,18,14,1,retail
33.97099984497625,11,12,0,health
52.50006929894026,27,12,0,health
49.27822382618839,22,12,0,tech
42.253482480026285,13,16,1,health
31.06205897360566,13,12,1,retail
33.077763882472645,3,16,1,public
47.68409279924593,19,14,0,tech
62.23527489686838,24,18,1,health
64.27508962911169,26,16,1,health
35.801243662244985,7,14,0,tech
57.201253496332995,21,18,1,tech
40.46337250174984,11,14,1,public
22.810219140613775,2,12,1,health
27.755454675812583,4,14,1,public
37.741534425652475,12,16,0,retail
37.505938100232214,0,18,0,health
36.48125182444027,9,14,0,health
52.44993467137445,14,16,1,health
50.87992506493035,14,16,1,tech
61.199655433638,26,16,1,health
57.39730074973915,26,14,0,health
43.01712321964565,11,14,1,tech
35.57211007389993,10,16,0,retail
55.31618136247838,29,14,1,retail
48.284767461196715,22,12,1,retail
46.69432470190339,5,18,1,tech
47.20142171962289,14,18,0,health
25.632841520508173,17,12,0,public
62.660003713976394,25,18,1,retail
44.77653902957777,15,16,0,tech
33.00347400035955,7,16,0,health
55.72997383781361,28,16,0,retail
52.04710574425837,15,16,1,tech
55.7813306687872,16,16,1,tech
41.448490107126766,18,14,0,health
74.50500713375756,28,18,1,health
45.980672103825775,11,16,0,tech
53.930180293953654,25,12,1,health
47.899675171100036,16,18,0,health
61.43002397403825,26,16,1,public
39.583258770861356,8,16,1,health
71.20499558184005,26,16,1,tech
66.07685014716604,29,14,0,tech
38.868717101050166,15,12,1,public
51.237069542282,20,16,0,public
51.28869607450758,24,16,0,health
53.8085545165704,18,14,1,tech
52.34504067344093,27,14,0,retail
49.37358621578506,28,12,0,public
33.790646746005926,5,16,1,retail
48.873890152488705,13,18,1,retail
48.479087777603155,24,12,0,public
57.224456932289094,29,14,1,health
49.0539481063822,27,14,0,public
20.563149391592937,2,12,1,retail
66.40133673889973,24,18,1,tech
55.97360798292032,29,14,1,health
31.91504153918521,3,16,1,retail
52.30953700287269,21,14,1,health
36.522013889044636,14,16,0,retail
40.22306270668055,17,12,0,public
57.44852871774115,29,14,1,health
32.704280172680924,10,16,0,health
25.354312410143823,8,12,1,public
32.13236495473636,6,14,1,tech
34.30886457073532,5,18,0,retail
63.35166584365003,29,16,0,retail
32.58851684392211,7,12,0,tech
32.195915770544914,7,12,1,public
46.3279635740637,15,14,1,health
58.66860910414177,26,18,1,retail
56.703873799881855,25,18,0,public
27.154102325247795,1,14,0,tech
30.387738875519176,3,14,1,health
53.72981313736165,24,16,0,health
57.05520436277704,22,18,0,tech
48.763325565362145,26,14,1,retail
29.551390312385138,5,14,0,health
32.758625507714605,7,14,0,health
70.76262499995188,29,18,1,retail
52.34345201051912,29,14,0,retail
47.955882650006664,19,14,0,tech
38.997695422901174,11,14,1,tech
49.29990693282737,22,14,1,public
29.95284031429371,4,14,0,health
53.36050535258115,19,16,0,tech
36.471944378723826,12,14,0,public
51.99130457288398,25,12,1,health
58.04319901617978,29,12,1,tech
43.459956717817526,12,16,1,retail
26.605821363788365,3,14,1,health
63.84087389140248,29,16,1,retail
44.39635128948304,20,12,0,tech
34.584713279987895,7,14,0,tech
29.468946666774656,4,18,0,retail
27.099533735259584,11,12,0,health
50.764012904252645,20,16,0,public
41.38269342854653,9,16,0,public
44.06355935519412,4,16,1,tech
45.26111211356657,11,16,0,public
61.88351295892324,28,16,1,retail
32.18800034826988,9,12,1,public
59.20685388776992,27,16,0,tech
31.70571716240769,12,12,0,retail
57.904997623559574,29,12,0,tech
54.47216944190345,28,14,0,health
66.55454138857127,26,16,0,tech
28.139459088803875,1,14,1,health
34.89395821009543,11,14,0,health
44.78517728989335,24,14,0,public
39.139479567634346,13,12,0,retail
43.42747984201775,18,12,1,public
38.117118093502675,9,14,1,health
45.87263691338683,19,12,1,tech
47.629816497687095,14,16,0,tech
58.43149258859961,25,16,1,public
41.85629825556308,7,16,1,tech
34.7790192630196,5,16,1,tech
55.786520514918216,28,14,1,retail
48.5955714067979,15,16,1,health
40.14779378621482,12,14,1,health
25.193689651283446,4,14,0,health
37.322631181547656,10,16,1,health
59.06386078910987,23,16,1,public
67.56017512157767,28,16,0,tech
33.88812251382904,2,16,1,health
31.781622183135397,10,14,0,retail
27.174452857938398,3,16,0,public
41.0726524473881,12,16,0,tech
15.722647505380113,1,12,0,public
49.26435622444867,18,16,1,retail
40.879106704730276,13,16,0,public
47.404814869969925,21,14,1,retail
29.249646717429588,3,18,0,retail
40.10682891531306,12,14,1,tech
48.74403833532646,22,12,0,tech
31.850458539865098,6,18,0,retail
43.10953471684641,8,16,0,tech
47.23730506918646,18,16,0,retail
63.76480850349596,23,16,1,health
31.298536542356644,5,14,1,public
42.13704474323335,11,16,0,health
47.39866196346017,18,16,0,public
59.10408759024619,27,14,1,health
40.8257883250967,19,12,0,retail
44.58233644576997,15,16,0,health
55.4740762464953,19,16,1,retail
31.231387016910844,3,14,1,health
37.83093091724245,10,16,0,public
42.40211128634067,16,16,0,tech
37.960071043672194,11,14,1,tech
28.18437955870027,2,14,0,tech
27.575617400062857,7,12,0,health
23.700446431077577,1,16,0,retail
60.24145427636703,23,16,1,health
52.51742525565866,17,16,1,tech
54.118479821507975,21,14,1,tech
38.71712666349808,16,14,1,retail
44.07728673938082,20,14,1,retail
43.43214608470504,17,14,1,public
57.34817192069201,29,14,0,tech
41.406558843253606,9,14,1,health
54.08627562084685,26,14,1,health
22.081167788338085,2,14,0,public
31.780563551062414,12,12,0,retail
57.1880813699925,28,14,1,public
58.995719336027776,22,18,1,retail
50.48085274559015,15,16,1,tech
46.37971084091932,19,14,1,public
47.97093398214726,22,12,1,tech
41.83421984868962,16,12,1,public
53.863698006514916,24,12,0,tech
30.33623987725047,4,14,0,tech
57.809464349328074,20,16,0,tech
47.638366383331714,14,16,1,health
48.86146294342315,21,12,1,health
32.23715929283679,6,16,1,public
13.741319523240907,1,12,0,health
48.09335292943848,24,12,0,public
34.02876738089636,1,12,1,tech
54.62466916916435,22,16,0,tech
40.008953846261164,9,14,1,tech
36.029368580295035,5,16,1,public
50.6380231531407,14,16,0,tech
35.72513473429483,2,16,1,tech
52.53852688107111,22,16,0,retail
28.704067556194087,3,16,1,retail
47.49118442273666,22,12,1,health
56.783359460868205,23,14,0,tech
35.184301807815736,12,14,0,retail
55.03153713933365,28,16,1,public
48.99220707196493,25,12,0,health
45.16279972590617,8,16,0,tech
54.162934527993464,27,12,0,tech
27.78230976878322,3,14,0,health
54.80557816094814,26,16,0,tech
61.13673445878366,21,18,1,tech
36.140550792211585,9,16,0,public
40.40009700969251,15,12,0,tech
31.982578260397776,7,16,0,public
53.58105573331748,18,16,1,tech
22.82519392910656,2,12,1,tech
44.941967704175916,15,16,0,tech
48.01897194171185,21,16,0,retail
51.30328504221084,24,14,0,public
26.137445182316682,1,16,0,public
43.50025540657996,17,14,0,public
51.227628454658614,24,12,0,health
55.29371913257408,24,18,0,retail
60.86128213955609,27,16,1,health
54.29356868313343,19,16,1,retail
33.033299327283274,10,14,1,public
53.115667494385605,20,16,1,tech
29.947796753920862,6,12,1,tech
58.900980062270875,22,18,1,tech
24.111317255648032,6,14,0,public
44.924125402344636,17,16,1,public
41.055691145498386,12,16,1,public
37.678618690804576,10,14,1,public
51.52328132831613,25,12,0,tech
40.789790500225116,11,16,1,health
50.5104035290244,19,12,1,health
24.886709630108353,0,14,1,health
54.55541640992358,21,16,1,public
24.62075938181587,1,12,0,tech
50.27250719841988,16,18,1,public
46.97397335415878,13,16,0,tech
55.45213942044726,24,14,1,health
55.42276316902613,24,18,0,retail
42.24544308875188,15,14,0,tech
62.10234770786642,21,18,1,tech
15.147854181799126,3,12,0,public
46.34101130675177,11,16,1,tech
50.85775329831996,17,16,1,health
33.86218462311075,14,12,0,retail
39.738983718917915,9,16,1,public
52.92149067372796,25,14,1,public
35.06080768428578,4,14,1,health
57.606388824611415,23,16,1,tech
30.70006365498371,6,14,0,tech
48.456439363871645,18,16,0,health
43.11655626259329,16,12,0,health
53.25209297232688,25,14,0,retail
46.99387832089667,12,14,1,tech
72.80795996311946,29,16,1,tech
27.07024007455515,3,14,1,health
40.27614823172617,18,16,0,health
38.59842539519501,4,18,1,public
64.6662277368579,29,16,1,tech
49.5795833022229,22,16,0,retail
31.60212032926701,2,16,1,retail
50.507042506929466,24,12,1,tech
54.58196502289661,23,16,1,public
35.47054845597087,7,16,0,retail
32.90644941094798,2,16,0,health
29.93950196105489,2,12,1,tech
35.332816777248226,6,16,0,retail
22.08199596692192,3,12,1,public
36.411674053464715,10,16,0,public
47.511411865878244,18,14,0,health
28.439753656225584,3,12,0,tech
41.27903941580013,16,12,0,health
54.43501986089468,21,14,1,health
41.38438338337778,5,14,1,tech
44.01209156187006,10,16,0,tech
51.0291052602412,26,14,1,retail
34.16833381665132,5,16,0,health
28.521110481111055,0,16,0,tech
32.85831187715037,6,16,1,public
51.632380445544534,15,16,1,health
35.417953981031644,0,16,0,tech
48.66558996031519,21,12,0,tech
54.94882104001205,28,12,1,public
37.42881060205548,13,14,1,retail
69.3389453662546,28,18,1,tech
35.72791323020871,9,16,0,tech
33.78066250025796,7,14,0,health
54.30767124312176,23,18,0,retail
41.85317063328614,20,12,0,retail
28.62606264420591,1,14,0,tech
21.26858639803316,1,14,0,tech
22.7559576537221,0,12,0,health
29.99663853620997,10,12,0,public
47.50694336181801,16,16,1,retail
46.84158342637669,20,16,1,retail
31.660317887135413,1,16,0,tech
24.96963077548891,6,14,0,retail
55.33778699861075,26,16,0,retail
42.05531812426444,10,16,0,retail
22.854565885911605,0,14,1,health
28.697894203984795,3,16,0,tech
52.80100820972668,25,14,0,health
31.74268976855878,4,16,1,retail
56.237531448070186,21,16,1,health
28.480713251129046,0,16,0,retail
43.46477990423246,18,16,0,retail
37.35942283337259,10,14,1,public
38.24536508936539,14,16,0,public
38.57044227840783,12,16,1,public
60.81017759491719,29,12,1,tech
43.82220760552406,12,16,1,retail
63.56216371828975,29,16,0,tech
32.252058123233375,8,14,1,health
42.071623421276165,20,12,1,health
41.63420629418951,15,12,1,tech
42.70045718325796,16,16,0,retail
25.86283658260013,0,16,0,retail
30.788505116226606,5,16,0,health
35.280691713043836,12,12,1,tech
36.41124982001077,10,16,1,public
44.51098126410388,18,16,1,public
28.057735947235283,0,16,1,health
46.100000895336095,22,14,0,retail
25.89949158790386,2,12,1,public
64.95220310764134,29,14,1,health
37.26567436284008,6,16,0,health
40.827441071489,13,16,1,retail
37.45401066652085,11,16,0,public
62.55990387715735,28,16,0,health
52.33611030601071,27,12,0,health
58.89793179217186,27,14,1,retail
41.75532139895468,23,12,0,public
33.50880210755458,4,16,0,health
47.47817008206648,8,18,1,tech
42.1602152868065,15,14,1,public
41.084583164779175,16,14,0,public
26.476132019074587,6,14,0,health
55.81579199104954,23,16,1,retail
56.53417989396351,23,16,0,tech
48.38315921941301,21,14,1,public
50.609248683199056,22,12,1,tech
61.00873722335762,25,16,0,public
57.29155253387958,29,14,0,public
40.05345281240861,13,14,0,health
30.578381224837262,1,14,1,public
66.18737334217109,28,14,1,tech
44.95273718845411,12,16,0,health
42.306332426915425,15,16,1,retail
34.71217201565064,10,14,0,health
51.16610191223027,22,16,0,public
48.65702738518967,19,14,1,retail
36.35302948323235,4,16,0,health
47.03588775249855,15,16,0,health
59.52372612270933,20,16,1,tech
54.5076624699511,17,18,0,health
50.537963856398406,15,18,0,health
23.06250645398761,4,12,1,health
32.957128929718756,9,14,0,retail
54.59647779132654,28,14,1,retail
49.1606906922672,21,14,1,health
47.22032894124381,9,18,1,health
33.67360084565971,11,14,1,retail
44.239753385389605,11,14,1,tech
34.19567275588369,6,16,1,public
37.137916169916,6,16,1,health
38.15454419708357,5,16,1,tech
44.24848573607658,9,18,1,public
28.487102889737947,6,12,1,health
37.46079363936524,11,16,0,public
42.04043757270274,14,16,0,retail
26.914167274068742,7,12,0,health
52.37102398855948,27,16,0,public
41.89094305538279,13,18,0,retail
35.84019065424303,18,12,0,public
63.40327003555863,24,16,1,tech
24.393478066912994,6,12,0,retail
50.87624953871165,25,12,0,health
69.59715116410199,29,16,1,tech
40.8410161840316,18,12,0,retail
39.23627152219747,19,12,0,retail
48.315774020692686,16,16,0,health
38.78599593861668,10,14,1,health
52.275267828573526,18,18,1,retail
41.30793975597788,12,16,1,tech
43.384292843743204,15,16,0,public
32.12021307374334,4,14,1,health
24.08302561603267,2,12,1,health
42.90030053755527,13,16,1,public
37.182640707652666,3,16,1,tech
58.47826007454912,24,18,0,tech
42.33819360646815,14,14,1,public
66.04681902359333,29,16,0,tech
36.13347865592486,2,14,0,tech
18.747274243125275,2,12,1,retail
31.04781969577675,3,18,1,retail
40.19904372356039,10,14,0,retail
49.63686257244882,18,14,0,public
36.63244213034327,10,14,1,public
57.742261621985996,28,16,0,public
49.879939454127566,29,14,0,retail
28.09606424002739,1,16,1,public
49.62088739929387,19,14,1,health
52.314167219200996,18,14,1,tech
62.469000630477396,25,16,1,retail
38.10386222516963,13,12,0,tech
36.11312985807111,2,16,0,tech
18.52097651150001,1,12,0,health
39.38676372234811,4,16,1,health
44.55486093382556,23,14,0,retail
37.475780498394215,2,16,1,tech
44.790512032591835,21,14,0,public
32.856371917910586,3,18,0,retail
68.78521394379327,28,16,1,tech
24.399409963548884,3,12,1,public
41.743662009167814,19,16,0,public
33.769824630301684,0,16,0,tech
57.891923916159996,21,16,1,health
28.315523487532086,2,14,1,public
35.00559717340698,10,16,0,retail
45.83463247298298,25,12,1,retail
42.53450161692171,17,14,0,health
31.281897377225327,10,16,0,retail
51.47532394278957,18,16,1,tech
43.405501689801824,18,12,0,health
23.86831163974401,3,16,1,health
39.49206189266274,14,14,0,public
35.50773282260771,5,16,1,tech
35.86258859767533,14,12,0,public
39.22521701546814,7,18,1,public
34.066455009268815,7,16,0,public
43.59777024761492,18,14,1,health
44.219343444037285,14,16,1,public
42.57968501038876,16,12,1,public
27.392943565259348,3,14,0,health
30.984162852535512,9,14,0,health
44.560780526254206,10,16,1,health
57.91069074769792,23,16,1,tech
42.74878949774508,11,14,1,health
46.05952701630602,20,14,1,retail
57.041387105655275,25,14,0,tech
26.317181714009877,4,16,0,retail
29.191049200390516,2,16,0,retail
51.315894908649106,23,14,0,retail
42.31321664487939,9,18,0,health
31.61454751022145,9,14,0,public
47.83894020641515,29,14,0,retail
46.53085607220884,13,16,0,public
46.53782007448627,18,14,0,tech
35.78493476166626,5,16,1,health
36.538999246536505,7,12,1,public
39.05721170966358,12,14,1,public
20.632024655147408,0,16,0,public
25.8913504660074,6,12,0,health
70.29245792143888,29,16,1,tech
49.43841603030189,22,16,0,public
39.626718304874146,17,14,0,public
36.28999791201095,17,14,0,retail
25.070806883144527,10,12,1,retail
50.34398966548386,26,12,1,public
37.397485545531076,13,16,0,health
37.657620604588274,4,14,0,tech
22.0297178836059,1,12,1,tech
52.17694265972169,17,16,1,tech
29.30349516491189,3,16,0,public
38.638751036513455,14,14,0,public
53.42039420594478,25,14,1,health
36.60671690347241,14,12,0,health
49.89534629938216,18,14,1,health
42.01564480010056,22,12,1,retail
47.044976579217455,12,18,0,retail
38.03077470810716,12,14,1,public
23.783037310857406,2,16,0,public
47.446962799436044,20,16,0,health
20.120438005870678,0,14,1,public
41.00801816988779,8,16,0,health
37.494052430253646,8,16,0,retail
35.27091115536724,3,16,0,tech
51.14346917812549,22,16,1,retail
63.513316390683556,23,14,1,tech
29.351267765047886,3,18,0,public
35.71681583223411,15,14,0,retail
40.24965630430073,7,16,0,tech
33.013120558564815,7,14,0,retail
24.029911963963595,4,14,0,tech
36.96859268190329,13,12,1,public
58.184159799535934,28,16,0,health
37.84089094007651,18,14,0,retail
21.183579756665395,0,12,1,public
22.9508021469829,7,12,0,retail
31.232308540813136,9,14,0,retail
29.23453247085137,5,16,1,health
32.29787047770904,5,16,0,public
62.345345289907335,29,16,0,retail
44.81236879304753,19,14,0,tech
19.986283182443813,5,12,0,public
53.06573917955059,15,16,1,tech
41.978052141705064,10,14,0,tech
38.5811520827968,9,14,1,health
47.1822634710262,11,16,0,tech
51.21345161153558,28,12,1,tech
45.71446897822554,25,12,1,retail
53.26183600169349,16,16,1,tech
32.686208706856505,8,12,1,health
56.45342846895341,26,14,0,tech
26.259818052353022,6,12,1,health
23.476414284992323,0,16,0,retail
16.24868748985062,3,12,0,public
42.68092995187731,15,16,1,retail
50.61319030495674,22,16,0,tech
27.39110710427481,6,16,0,public
38.180429050782124,16,12,0,health
38.44798648617366,8,14,1,health
33.354890795540264,2,16,1,tech
44.621545624741465,19,14,1,retail
46.837096838710735,13,14,0,tech
31.1212343942625,11,14,0,health
54.54090363770815,29,14,1,retail
63.655459714931006,28,16,1,health
61.426264556187874,27,16,1,health
40.327829313330426,6,18,1,public
48.0100655798527,16,16,1,health
46.440083334141235,11,14,1,tech
35.74851470027263,7,16,0,health
48.60591210732889,16,14,0,tech
54.28286407191708,17,18,1,health
41.459432224175075,24,12,0,retail
48.9929251370683,15,14,1,tech
47.65736038362786,17,14,0,tech
60.36789258662743,29,16,0,health
25.847658928386434,4,16,0,public
32.325235988760475,0,18,1,tech
28.327911338993598,5,14,1,public
36.02571215735427,9,16,1,retail
40.11409035415528,8,18,1,retail
40.938952868408215,12,16,0,health
40.64205196232186,19,12,1,retail
49.21088907661529,21,16,0,health
63.86400369341774,20,18,1,tech
48.58423425774529,22,12,1,retail
45.17111146115564,15,16,0,retail
53.36924789799164,22,16,0,public
60.19605201227976,26,16,1,public
59.66885961475502,17,16,0,tech
59.591609223696324,23,16,1,health
37.532120439738556,16,14,0,retail
33.55440793114797,10,14,1,health
37.10990177412179,8,16,0,public
48.679208029561345,25,12,0,health
45.51422830191995,26,12,0,retail
30.615609133181422,5,14,1,public
35.43887885537587,12,16,0,retail
41.32712276026383,18,12,0,tech
36.13519312381244,10,16,1,retail
50.23805897291498,15,18,0,tech
53.088180413671445,23,14,1,retail
29.384563607169618,7,16,0,retail
53.53832878034362,21,16,1,retail
39.64971341077012,12,14,1,health
29.91672239859468,9,16,0,retail
24.885433919088413,1,14,0,retail
29.245787585597206,0,16,0,health
29.547052082453327,5,14,0,tech
27.678249481899552,0,16,0,health
43.09881510860951,16,16,1,retail
58.372918770962066,25,14,1,health
22.62812204596434,0,12,1,health
33.99795727893675,4,16,1,public
54.357636706617235,26,14,0,tech
43.33872405663973,18,12,1,health
52.32990934782906,23,14,1,health
43.65975239133511,17,16,0,retail
66.7109852732749,28,16,1,tech
19.82847351938548,6,12,1,retail
59.64818622051994,25,14,1,tech
38.761587123087665,13,16,0,retail
25.801775178848256,1,16,1,retail
50.3800202180844,12,18,1,retail
42.27112529903787,12,14,0,health
42.53842188899404,15,14,1,tech
30.320566857698548,5,16,1,retail
52.36452756533247,25,12,1,public
29.766496391027033,9,14,0,public
51.93127421466251,27,14,0,retail
63.78713931122698,29,16,0,tech
33.24619155662859,2,16,0,tech
54.983092739883354,22,16,0,tech
38.57029880909213,12,16,0,retail
43.35417424753713,15,14,0,tech
36.05086079535371,8,16,1,public
42.01376090191234,12,16,0,health
54.18152959562764,23,16,1,public
42.56469777270357,17,14,1,health
32.72204661230165,10,14,0,public
45.240831511738506,21,14,1,retail
48.405984711004336,14,16,1,health
51.68515799984933,21,16,0,health
51.06367387596578,21,16,0,health
65.9882373137376,26,18,0,health
55.85853092545028,19,16,1,tech
54.544940863609376,22,18,0,retail
57.40286678925759,22,16,0,health
61.07439648443861,24,16,1,health
40.842374068584775,12,16,0,public
26.615233022639252,7,12,0,retail
47.915313280459,16,14,1,tech
41.93465707092051,13,16,1,retail
32.33056656631053,8,16,0,health
29.901205374644718,7,14,1,public
55.66999895696133,23,16,0,tech
44.45084761040413,17,14,0,public
50.58424271520789,25,14,1,retail
51.888399812695226,16,18,1,public
44.90194849502211,9,16,1,tech
48.05659780092287,25,12,0,public
39.81484974231864,14,14,0,retail
23.1774416170504,0,16,1,retail
27.107030146907444,3,12,1,retail
41.77788044782633,15,16,0,health
19.888183660755427,3,12,0,public
54.37021270332791,24,14,1,public
27.877943561632144,4,16,0,retail
36.44120659920325,14,14,0,health
40.7544013168436,18,14,0,tech
28.367617281282357,0,14,1,tech
53.01085231614634,23,14,0,public
36.191406737128574,2,16,0,tech
21.08531434753477,3,14,1,public
26.115708192839133,1,16,0,retail
66.86613210808117,29,18,1,retail
29.979971764427113,12,12,1,retail
25.712587096543878,10,12,0,public
32.213874196897585,6,16,0,health
58.454743989619836,26,16,0,tech
48.98520018733686,18,14,1,tech
58.093801648069395,29,14,1,health
60.39878619921491,29,14,0,health
44.864180581542875,25,12,0,public
46.747404678447445,23,14,0,public
32.28149400273422,11,12,1,tech
37.48827460304905,10,14,1,health
22.876979811897662,0,16,0,public
52.75295753797463,23,16,1,health
38.269146606706435,15,14,0,health
59.64138380539298,26,14,1,tech
51.97732422925445,14,18,1,health
34.69634315756623,0,16,0,tech
30.97746113665938,0,14,0,health
51.11015106814074,24,14,0,health
49.09849669468918,26,12,0,tech
41.07176059407991,10,14,1,tech
22.30717262459093,4,12,1,public
26.17044829927489,1,12,1,tech
40.937977871631205,18,12,0,public
48.18200489700071,24,12,0,health
32.098517799375884,7,14,1,retail
27.742756745023602,5,12,1,health
37.60588166127066,12,14,1,health
57.310332145493945,23,16,1,tech
41.09854187759734,14,16,1,public
38.87753857883247,15,12,1,retail
35.29917007755,17,12,0,retail
40.74933229828842,15,14,0,public
35.42829442000777,15,12,1,retail
18.415190269904567,2,12,0,public
40.92748088700783,10,18,0,retail
44.17628172356399,17,14,1,public
22.879764626767642,1,12,1,tech
58.765003164189565,24,16,1,tech
25.302294414623404,3,14,0,public
25.66519772454499,0,18,1,public
39.91771468046958,18,12,0,retail
45.6649906558743,19,12,0,tech
50.6936297341143,18,18,0,public
52.72331477311413,16,18,1,retail
55.52817904284153,20,18,1,public
45.9962459024764,10,18,1,retail
26.3595703134877,2,12,1,health
48.25795724831602,21,16,0,retail
22.86585826246511,7,12,0,public
31.928777333378505,2,14,1,tech
33.71922064637833,7,14,1,health
49.46473017721293,26,14,0,retail
58.58569763853196,24,16,0,tech
21.346487548513537,3,14,0,retail
62.09154614009645,22,16,1,health
41.751425481481355,16,14,0,health
57.42669937798279,22,16,1,retail
54.30501734527027,21,16,0,health
59.28407036583997,29,12,1,retail
46.50926114264402,18,16,0,retail
47.9253520003471,27,12,0,health
51.761735940074715,23,14,0,health
51.217250766379834,19,16,0,public
35.94765289529569,11,16,1,retail
46.142274149684376,15,16,0,health
69.01666289588077,27,18,0,health
59.140227815993555,24,16,1,public
42.47197699992466,14,14,0,public
38.70888116173995,16,14,0,retail
42.610053428167475,18,14,1,public
54.41601899654736,23,14,1,health
31.57723959679895,7,14,1,retail
38.8048559854413,5,16,0,tech
49.44505908009329,21,16,0,retail
45.036819987582525,15,18,0,public
48.60712952337393,16,16,1,public
43.28015492273112,14,16,0,retail
40.89068339762312,20,14,0,health
38.29029916720228,14,14,1,health
45.04456158971424,20,12,0,health
44.64509730793219,15,14,0,health
25.96966315999016,1,16,1,retail
43.36031355218494,18,18,0,retail
23.629894163981866,2,16,0,health
40.54615673915695,18,12,1,retail
26.44549415983573,2,16,0,health
63.91758058578498,28,16,1,retail
26.318536922216026,7,12,1,retail
24.841842841541308,6,14,0,retail
26.10530166359062,0,18,0,retail
28.83121727661128,4,16,1,public
27.381713088327682,1,16,0,health
55.88955017911635,21,16,1,health
27.915579621776878,3,16,0,tech
40.25552411533975,7,16,0,tech
65.48551560549326,26,16,1,tech
28.933932996264392,8,14,0,public
43.96732506668324,18,16,1,public
39.12837323139197,5,18,0,tech
36.01832379720096,11,16,0,retail
43.60977343923316,14,16,1,public
55.27659032799278,25,12,1,tech
33.77781240937827,12,12,0,retail
30.97737159225393,11,12,0,tech
47.64902900964036,29,12,0,public
34.792529717468014,10,14,0,public
52.19029457203194,20,14,1,health
52.92876152568181,28,12,1,public
47.36445618154187,17,14,1,tech
53.88054031247897,21,14,1,health
45.664942588218814,17,16,0,public
50.35261952819901,21,16,1,retail
35.191088125376815,8,18,0,retail
50.09337520665446,17,16,1,health
59.023924203423825,26,14,1,health
37.73481710453649,5,16,0,health
31.403891353849748,3,16,1,retail
45.71525952747211,11,16,1,tech
49.06527769686111,22,16,0,public
47.07463106758722,24,12,0,health
26.42006245629419,3,14,0,tech
60.27849859463357,19,18,1,health
36.030138704772945,14,12,1,health
46.03789651894429,17,14,0,tech
25.97712335297351,6,12,0,public
39.12416425797655,5,16,1,health
40.14899497012098,16,14,0,health
50.06342419266207,17,14,1,public
23.78619027443311,5,14,0,tech
32.19051676449598,6,14,1,tech
39.11989672807123,15,14,1,retail
54.74953946043184,18,18,0,health
26.696930962290992,0,16,1,retail
48.69983780688107,21,14,0,public
32.274387447927126,7,12,1,tech
54.66482613759809,23,12,1,tech
45.68237234632645,22,12,0,public
58.45991035867349,26,12,1,tech
49.47381589015175,15,14,1,tech
56.89093539231004,20,16,1,public
39.357736411849004,14,16,0,public
33.63551066707867,9,12,0,tech
