age,income_k,loan_amount_k,dti,fico,revolving_util,num_derog,months_employed,num_inq_6mo,home_owner,loan_purpose,credit_score,default
38,94.9,23.1,1.0,680,44.5,0,13,1,1,auto,745,0
36,29.1,21.0,1.0,701,9.9,1,68,0,0,auto,748,0
29,80.1,38.8,1.0,744,13.9,0,89,0,0,debt_consolidation,771,0
31,40.5,100.0,3.0,785,31.6,0,10,1,1,medical,730,0
32,47.2,100.0,2.5,547,35.6,1,81,0,1,debt_consolidation,667,0
43,42.5,16.9,1.0,546,4.1,1,70,1,0,debt_consolidation,710,0
50,50.3,17.5,1.0,647,37.6,0,51,1,0,debt_consolidation,741,0
37,45.9,10.9,1.0,624,30.2,2,18,0,0,medical,715,0
50,219.6,17.5,1.0,630,32.2,0,76,1,0,auto,766,0
43,128.3,64.2,1.0,681,51.9,2,35,1,1,debt_consolidation,699,0
55,21.9,44.1,2.4,626,22.5,0,100,1,1,debt_consolidation,722,0
25,100.9,11.7,1.0,806,17.2,1,25,0,0,home_improvement,785,0
43,48.2,12.5,1.0,665,8.6,0,1,2,1,debt_consolidation,741,0
40,41.1,34.5,1.0,635,24.6,0,8,0,1,auto,732,0
43,43.7,15.5,1.0,649,25.7,0,110,0,1,home_improvement,748,0
45,85.7,13.2,1.0,641,19.6,0,0,0,1,debt_consolidation,752,0
51,30.1,21.6,1.0,771,39.9,0,19,3,1,home_improvement,744,0
43,97.6,13.6,1.0,701,26.2,1,4,1,1,medical,745,0
47,57.1,18.7,1.0,573,57.9,0,4,0,0,auto,722,1
38,133.4,18.3,1.0,673,16.0,0,74,3,0,debt_consolidation,752,0
39,60.7,20.4,1.0,755,25.7,1,2,2,0,debt_consolidation,742,0
33,100.3,23.7,1.0,749,19.3,0,53,1,0,auto,773,0
54,15.0,22.0,1.8,659,35.9,0,246,2,0,auto,737,0
50,58.4,16.4,1.0,671,34.0,2,0,0,0,debt_consolidation,722,0
56,60.1,12.1,1.0,657,21.9,0,12,1,1,home_improvement,745,0
35,34.7,29.9,1.0,686,48.2,1,64,1,1,home_improvement,716,0
39,83.3,14.8,1.0,602,35.7,0,62,0,1,auto,740,0
71,156.2,51.8,1.0,713,35.0,0,54,2,1,home_improvement,748,0
54,28.4,84.2,3.6,843,32.3,0,13,0,0,home_improvement,765,0
24,28.3,22.6,1.0,741,38.2,0,25,2,1,debt_consolidation,743,0
50,80.4,28.4,1.0,674,19.7,0,86,2,1,auto,742,0
45,46.0,31.5,1.0,574,17.5,0,24,0,1,debt_consolidation,723,0
37,154.1,36.1,1.0,675,9.8,1,6,1,1,auto,741,0
38,63.4,50.8,1.0,651,24.1,0,224,2,0,home_improvement,730,0
31,99.8,15.7,1.0,651,34.4,0,24,1,1,debt_consolidation,746,0
35,24.7,56.2,2.7,683,22.2,0,3,2,0,debt_consolidation,724,0
32,62.5,11.7,1.0,645,19.3,0,2,3,1,other,727,0
27,48.8,11.0,1.0,738,46.1,0,48,0,1,debt_consolidation,764,0
36,80.3,6.4,1.0,777,28.4,0,99,3,0,other,769,0
30,97.0,34.8,1.0,635,33.0,0,47,1,1,home_improvement,734,0
49,42.6,36.6,1.0,699,44.3,0,39,1,1,other,736,0
53,31.8,39.0,1.5,759,45.7,0,65,0,0,debt_consolidation,760,0
39,26.8,97.2,4.4,718,55.3,1,2,0,0,debt_consolidation,705,0
37,111.1,93.9,1.0,679,13.9,1,14,0,0,home_improvement,719,0
49,34.9,24.8,1.0,687,41.4,0,155,0,1,debt_consolidation,749,0
39,94.1,16.9,1.0,676,20.2,0,28,3,0,home_improvement,743,0
65,45.7,40.7,1.1,626,36.8,0,125,1,1,home_improvement,723,0
18,65.8,55.5,1.0,554,48.7,0,203,1,1,home_improvement,699,0
18,45.3,17.5,1.0,660,51.3,0,24,2,0,debt_consolidation,728,0
28,60.6,38.0,1.0,688,23.4,0,36,0,1,debt_consolidation,748,0
47,33.0,10.0,1.0,709,39.4,0,36,0,1,home_improvement,758,0
50,29.6,41.9,1.7,546,23.4,0,100,0,1,debt_consolidation,712,0
35,113.5,5.4,1.0,660,39.3,1,2,1,1,other,738,0
41,73.1,13.3,1.0,676,85.9,0,23,2,0,auto,729,0
37,24.9,21.4,1.0,720,33.8,0,14,0,0,debt_consolidation,757,0
47,39.8,35.8,1.1,611,26.0,1,1,1,1,debt_consolidation,703,0
65,52.1,6.8,1.0,599,18.0,0,38,1,0,medical,740,0
18,40.6,31.0,1.0,747,57.1,0,6,0,0,debt_consolidation,755,0
68,73.3,21.9,1.0,644,33.1,0,161,1,1,home_improvement,742,0
54,93.3,66.2,1.0,568,48.4,0,9,1,1,debt_consolidation,698,0
37,80.2,100.0,1.5,626,41.8,1,27,1,1,home_improvement,679,0
47,24.9,28.4,1.4,703,35.3,0,48,0,1,debt_consolidation,748,0
41,16.9,23.7,1.7,707,29.1,0,131,1,1,auto,748,0
47,55.2,12.7,1.0,740,45.4,0,38,0,1,debt_consolidation,765,0
47,63.9,9.2,1.0,708,36.1,0,60,1,1,other,757,1
50,65.7,20.4,1.0,679,66.6,0,74,2,1,debt_consolidation,729,0
29,47.1,9.7,1.0,585,27.7,0,20,1,0,debt_consolidation,728,0
48,33.2,19.2,1.0,781,35.0,0,82,1,0,auto,770,0
33,42.2,14.0,1.0,783,43.8,1,39,1,1,home_improvement,750,1
38,39.6,52.3,1.6,661,41.2,0,2,2,1,home_improvement,712,0
51,89.5,24.4,1.0,698,25.0,0,12,2,0,other,750,0
36,54.6,17.7,1.0,655,21.5,0,137,0,1,auto,753,0
45,62.6,24.6,1.0,639,72.9,0,32,1,1,auto,722,0
45,44.8,31.8,1.0,707,27.6,1,306,0,1,auto,746,0
42,86.7,16.3,1.0,681,36.1,0,91,3,1,debt_consolidation,736,0
27,104.0,20.5,1.0,701,43.4,1,16,1,1,home_improvement,736,0
47,40.4,18.6,1.0,749,46.6,0,89,0,1,debt_consolidation,763,0
43,37.2,50.2,1.6,789,30.8,1,10,0,0,debt_consolidation,748,1
68,49.9,22.3,1.0,610,23.3,2,86,1,1,home_improvement,699,0
29,58.0,90.9,1.9,686,17.1,1,20,0,1,home_improvement,707,0
54,83.5,99.3,1.4,626,25.2,0,54,0,1,debt_consolidation,708,0
36,48.9,19.9,1.0,639,67.4,2,5,1,0,debt_consolidation,695,1
38,51.8,23.5,1.0,675,54.5,0,6,2,0,other,729,0
62,171.2,18.3,1.0,616,65.8,1,58,0,1,debt_consolidation,732,0
40,120.9,30.6,1.0,737,13.7,0,72,2,0,other,766,0
51,279.3,45.1,1.0,735,41.4,1,35,2,1,debt_consolidation,756,0
43,38.2,37.4,1.2,660,62.9,0,133,1,1,other,723,0
30,62.3,24.9,1.0,732,22.6,1,66,2,0,debt_consolidation,739,0
39,46.1,56.5,1.5,616,27.4,0,9,0,1,home_improvement,720,0
36,53.1,13.3,1.0,815,35.9,0,57,2,0,auto,775,0
39,26.5,42.2,1.9,834,16.6,0,61,0,1,debt_consolidation,777,0
64,24.5,72.1,3.5,722,12.7,0,66,1,0,medical,740,0
47,53.1,23.5,1.0,664,54.7,0,48,3,1,debt_consolidation,717,0
21,46.6,13.0,1.0,652,43.8,1,10,1,0,home_improvement,722,0
64,42.1,7.2,1.0,650,10.6,0,13,1,0,auto,752,0
46,54.8,18.8,1.0,800,85.8,0,21,0,0,medical,769,0
52,27.5,15.7,1.0,705,36.6,0,45,3,1,debt_consolidation,732,0
60,35.1,37.6,1.3,759,44.4,0,29,1,1,debt_consolidation,747,0
32,64.5,22.3,1.0,755,35.3,0,31,4,0,debt_consolidation,743,0
45,59.5,41.7,1.0,619,53.6,1,36,1,1,home_improvement,698,0
40,40.0,26.1,1.0,802,76.3,2,52,0,0,other,735,0
37,354.8,42.6,1.0,834,34.7,1,62,0,0,auto,817,0
38,149.3,21.1,1.0,784,51.5,0,2,0,0,debt_consolidation,788,0
43,65.1,12.4,1.0,804,34.6,1,28,0,0,debt_consolidation,772,0
55,33.5,19.9,1.0,640,21.0,1,25,2,0,debt_consolidation,716,0
51,20.2,29.8,1.8,763,29.7,0,11,2,1,medical,747,0
45,35.7,31.9,1.1,728,42.4,0,101,1,1,debt_consolidation,746,0
56,75.7,40.5,1.0,654,41.2,0,33,3,0,auto,719,0
18,33.1,11.5,1.0,748,6.9,0,38,1,0,other,771,0
42,93.3,93.8,1.2,590,45.4,0,33,0,1,home_improvement,697,1
46,59.0,25.4,1.0,746,41.8,1,37,0,1,home_improvement,748,0
45,50.3,26.0,1.0,698,36.4,0,61,2,1,auto,737,0
59,45.0,20.0,1.0,677,16.5,0,21,1,1,home_improvement,746,0
44,54.2,12.6,1.0,657,30.2,0,41,1,0,medical,746,0
58,21.0,100.0,5.7,644,29.6,0,71,0,1,home_improvement,712,0
39,32.4,21.9,1.0,697,39.1,0,48,2,1,medical,733,0
50,75.5,8.3,1.0,609,38.4,0,47,2,1,medical,728,0
43,40.2,18.7,1.0,785,24.4,0,53,2,1,home_improvement,762,0
39,35.6,36.6,1.2,712,23.4,0,84,2,1,home_improvement,737,0
48,32.6,10.0,1.0,639,19.2,1,309,1,1,debt_consolidation,733,0
49,90.7,21.9,1.0,503,27.1,2,117,1,0,other,683,0
31,74.5,18.7,1.0,724,42.3,0,24,0,0,home_improvement,765,0
53,37.4,8.7,1.0,652,36.6,0,32,0,0,auto,750,0
39,134.4,26.6,1.0,637,33.4,1,6,1,1,debt_consolidation,728,0
43,57.2,10.5,1.0,701,22.8,0,32,0,0,debt_consolidation,769,0
18,85.2,11.4,1.0,675,40.2,1,35,1,0,auto,738,0
41,57.8,71.9,1.5,656,21.5,0,44,1,0,debt_consolidation,722,0
19,61.0,19.2,1.0,647,10.9,0,51,0,1,debt_consolidation,750,0
52,45.0,73.2,2.0,630,14.5,0,79,1,1,debt_consolidation,714,0
32,37.1,22.5,1.0,705,14.5,1,73,1,1,medical,736,1
36,39.5,25.3,1.0,699,24.8,0,44,2,0,home_improvement,741,0
40,44.1,100.0,2.7,782,76.3,0,163,0,1,medical,732,0
26,37.7,100.0,3.2,607,50.1,0,9,1,0,other,685,0
42,67.6,49.0,1.0,552,28.3,0,59,2,1,medical,697,1
27,27.6,15.3,1.0,669,37.0,1,140,1,0,auto,730,0
39,54.0,12.5,1.0,614,45.3,1,56,3,1,auto,699,0
52,26.5,16.2,1.0,688,16.8,1,11,2,1,debt_consolidation,724,0
57,204.6,11.4,1.0,685,26.8,1,8,1,1,debt_consolidation,761,0
59,47.1,10.0,1.0,690,70.3,1,132,2,1,debt_consolidation,720,0
39,51.1,30.8,1.0,545,23.2,0,35,2,0,debt_consolidation,705,0
30,101.9,8.0,1.0,630,22.9,0,47,3,0,auto,736,1
47,47.3,21.4,1.0,635,30.7,0,64,3,1,other,718,0
60,37.7,28.3,1.0,641,20.1,1,14,0,0,debt_consolidation,726,0
31,62.5,13.3,1.0,688,39.6,0,131,1,1,debt_consolidation,751,0
58,90.6,63.1,1.0,800,13.5,0,37,2,1,home_improvement,757,0
40,83.7,86.3,1.2,745,16.7,2,57,1,1,medical,707,1
18,92.8,29.9,1.0,671,5.9,0,85,1,1,auto,752,0
42,52.2,29.7,1.0,582,28.4,0,2,0,0,auto,726,0
64,92.1,67.5,1.0,779,34.9,2,16,3,1,auto,705,0
50,38.3,17.6,1.0,627,9.7,1,3,1,1,home_improvement,720,0
54,81.7,48.5,1.0,670,13.0,2,1,1,1,auto,706,1
46,80.8,27.1,1.0,662,41.2,2,19,1,1,medical,707,0
21,174.7,23.4,1.0,716,16.0,1,16,2,0,other,756,0
18,36.2,30.0,1.0,802,10.3,0,12,1,1,other,769,0
29,143.5,10.1,1.0,628,24.0,1,64,1,0,debt_consolidation,744,0
37,83.6,59.1,1.0,775,32.9,1,34,0,0,debt_consolidation,748,0
29,51.1,33.3,1.0,759,22.0,0,109,0,0,debt_consolidation,771,1
32,55.9,19.6,1.0,716,32.8,0,4,1,0,other,754,0
51,126.3,15.3,1.0,780,50.6,1,14,1,1,debt_consolidation,760,0
59,36.6,46.6,1.5,735,63.2,0,94,3,1,auto,722,0
21,70.0,24.8,1.0,691,19.2,1,58,0,1,debt_consolidation,742,1
29,169.2,14.8,1.0,581,53.5,0,17,1,1,home_improvement,733,0
40,27.9,53.2,2.3,648,25.3,0,1,0,0,home_improvement,731,0
39,34.8,100.0,3.5,640,62.0,4,61,0,1,debt_consolidation,636,1
18,29.8,23.2,1.0,746,21.1,0,30,2,0,medical,753,0
77,69.3,61.2,1.1,726,42.4,0,74,2,1,debt_consolidation,729,0
50,20.0,40.3,2.4,608,20.2,1,30,1,1,debt_consolidation,701,0
46,160.7,100.0,1.0,695,19.1,1,14,1,1,other,714,0
18,72.8,21.0,1.0,794,60.0,0,1,0,1,debt_consolidation,771,0
45,120.9,37.3,1.0,683,3.7,1,87,1,0,other,747,0
27,52.9,35.9,1.0,687,26.7,0,33,3,1,debt_consolidation,722,0
48,51.9,9.7,1.0,684,20.7,0,21,0,0,debt_consolidation,764,0
45,28.7,31.2,1.3,653,16.8,2,22,0,1,debt_consolidation,708,0
42,65.4,36.7,1.0,634,39.1,0,20,1,1,auto,724,0
47,54.0,83.4,1.9,614,20.7,1,28,2,1,other,680,0
35,66.3,71.0,1.3,632,11.3,0,119,1,0,other,723,1
44,20.4,31.5,1.8,734,53.8,1,27,0,0,auto,737,0
18,36.6,16.9,1.0,731,51.5,1,9,1,1,home_improvement,731,0
50,60.3,8.0,1.0,758,21.1,0,68,1,1,home_improvement,775,0
39,52.8,18.1,1.0,635,46.9,0,15,0,1,debt_consolidation,736,0
72,47.7,28.8,1.0,573,38.6,0,30,2,0,debt_consolidation,708,0
43,58.2,16.8,1.0,731,28.4,0,43,1,0,auto,765,0
18,24.7,9.7,1.0,838,30.5,0,64,3,1,debt_consolidation,767,0
60,68.2,43.8,1.0,663,19.7,0,4,2,0,home_improvement,730,0
33,38.0,19.0,1.0,719,24.0,0,86,2,0,auto,752,1
28,117.6,6.3,1.0,694,16.6,0,17,1,1,medical,768,0
41,57.0,23.1,1.0,702,24.8,0,10,1,0,home_improvement,754,0
57,97.0,32.9,1.0,669,45.8,0,88,3,1,home_improvement,726,0
65,50.7,41.3,1.0,663,37.8,0,22,1,1,debt_consolidation,728,0
37,64.9,9.4,1.0,609,26.9,1,83,3,0,debt_consolidation,711,1
44,43.8,10.4,1.0,624,13.2,0,21,1,0,debt_consolidation,743,0
44,42.2,15.5,1.0,762,58.8,0,62,2,0,other,753,0
34,30.5,23.8,1.0,668,13.3,0,127,0,1,home_improvement,751,0
35,52.3,22.9,1.0,629,42.7,3,27,3,0,medical,669,1
40,95.0,31.5,1.0,701,21.7,0,45,0,0,home_improvement,765,0
41,66.8,39.0,1.0,603,43.9,0,149,2,0,debt_consolidation,716,0
54,37.7,22.8,1.0,697,16.0,0,125,1,1,home_improvement,752,0
18,47.4,27.0,1.0,736,46.3,0,118,1,1,auto,750,0
47,50.4,24.1,1.0,742,46.4,1,33,0,0,medical,747,0
46,25.7,10.8,1.0,710,37.3,0,51,0,0,auto,759,0
58,46.4,22.3,1.0,716,27.1,1,59,1,1,debt_consolidation,739,0
37,37.4,9.6,1.0,703,29.6,0,30,0,1,auto,759,0
37,219.6,16.3,1.0,756,18.6,1,3,0,0,auto,791,0
43,42.3,55.5,1.6,584,51.3,0,62,1,0,other,703,0
35,82.0,54.6,1.0,615,25.5,0,124,1,0,debt_consolidation,723,0
34,40.2,34.4,1.0,736,50.9,1,14,2,1,home_improvement,718,0
33,41.4,51.3,1.5,560,36.6,1,47,3,1,debt_consolidation,667,0
33,52.1,4.5,1.0,673,72.2,0,57,1,1,other,738,0
29,49.6,21.1,1.0,723,54.0,1,2,0,0,home_improvement,740,0
34,24.1,13.6,1.0,831,34.5,0,198,2,0,debt_consolidation,780,0
32,26.5,27.7,1.3,526,17.8,0,15,1,1,other,703,0
33,82.0,17.2,1.0,659,71.4,0,44,1,1,other,735,0
25,31.4,19.9,1.0,609,44.5,1,6,2,1,medical,693,0
53,95.2,19.4,1.0,702,22.4,0,76,0,1,debt_consolidation,768,0
45,35.9,49.2,1.6,690,60.0,0,29,1,0,home_improvement,726,0
41,53.2,47.2,1.1,786,37.4,0,11,0,1,debt_consolidation,760,0
28,25.8,100.0,4.6,724,61.0,0,3,1,0,home_improvement,713,0
49,45.8,17.3,1.0,583,65.4,0,49,4,0,medical,694,1
38,17.0,43.9,3.1,775,6.8,2,76,0,1,auto,736,0
40,105.0,25.1,1.0,645,50.6,1,94,0,1,home_improvement,731,0
42,141.5,59.9,1.0,598,19.5,0,8,0,1,debt_consolidation,730,0
40,68.8,25.6,1.0,764,18.6,0,2,3,1,medical,752,0
53,30.1,60.8,2.4,724,34.1,0,96,1,1,home_improvement,736,0
32,69.1,64.0,1.1,596,23.1,0,200,0,0,other,725,1
33,34.5,19.2,1.0,672,42.5,1,103,2,1,other,715,1
43,27.9,11.5,1.0,617,43.3,1,20,0,0,debt_consolidation,720,0
39,68.7,10.6,1.0,655,35.0,0,37,4,1,auto,722,0
48,64.9,20.8,1.0,559,42.5,0,52,0,1,auto,722,0
52,25.1,2.3,1.0,736,51.6,0,4,1,1,home_improvement,754,0
58,87.1,31.2,1.0,636,20.0,0,18,1,0,debt_consolidation,742,0
53,70.7,18.0,1.0,582,15.0,0,106,0,0,other,743,0
38,33.3,81.5,2.9,572,49.3,0,106,2,1,debt_consolidation,678,0
39,53.8,25.8,1.0,636,35.1,1,65,0,1,debt_consolidation,723,0
37,31.3,39.0,1.5,656,28.3,0,1,0,0,medical,738,1
55,64.8,40.4,1.0,597,19.3,1,14,1,0,debt_consolidation,708,0
39,95.2,25.1,1.0,726,7.5,0,30,3,0,home_improvement,755,0
31,114.5,40.2,1.0,681,45.0,0,5,0,0,debt_consolidation,752,0
29,61.9,25.9,1.0,735,5.6,0,21,3,1,debt_consolidation,748,0
50,34.9,17.4,1.0,545,80.4,0,50,0,1,debt_consolidation,705,1
31,44.6,33.6,1.0,850,31.1,0,68,2,1,debt_consolidation,769,0
18,125.0,7.9,1.0,743,10.7,0,26,2,1,other,774,0
50,43.9,11.3,1.0,614,11.8,0,14,0,1,home_improvement,744,0
45,68.4,20.0,1.0,729,54.8,0,33,0,1,home_improvement,760,0
51,66.3,26.9,1.0,655,41.1,1,36,1,1,home_improvement,719,0
53,68.5,83.4,1.5,498,34.9,0,100,3,1,debt_consolidation,660,0
48,37.9,37.8,1.2,709,18.7,0,26,2,1,debt_consolidation,736,0
46,37.4,11.6,1.0,747,36.8,1,15,2,0,home_improvement,740,0
42,36.5,59.6,2.0,737,28.2,0,28,1,0,auto,743,0
32,52.2,68.6,1.6,725,38.6,1,10,1,0,debt_consolidation,717,0
18,44.4,22.1,1.0,542,20.6,1,60,0,0,other,706,0
18,73.1,17.6,1.0,606,41.7,0,54,1,0,medical,732,0
46,47.8,53.2,1.3,725,4.4,0,76,1,1,debt_consolidation,747,0
51,21.4,28.1,1.6,794,33.2,2,76,1,0,debt_consolidation,737,0
42,37.2,33.4,1.1,607,48.9,0,94,0,1,debt_consolidation,722,0
32,52.3,79.1,1.8,729,13.8,0,70,1,0,auto,737,0
49,69.7,24.8,1.0,592,23.2,1,113,1,0,debt_consolidation,718,0
41,36.4,22.2,1.0,676,40.1,1,64,0,1,auto,728,0
42,31.9,31.8,1.2,674,29.4,0,41,1,0,medical,737,0
37,62.4,27.1,1.0,759,27.1,1,191,2,1,debt_consolidation,744,0
28,49.4,15.0,1.0,675,40.4,0,75,0,0,auto,755,0
29,133.3,41.8,1.0,636,40.5,0,51,2,0,debt_consolidation,731,0
46,45.4,18.9,1.0,601,43.2,0,19,2,1,auto,713,0
61,76.4,22.0,1.0,629,13.9,1,225,0,1,home_improvement,740,0
63,41.0,84.3,2.5,579,73.5,0,93,0,0,other,693,0
39,29.2,19.5,1.0,747,42.4,0,77,2,0,auto,749,0
47,62.1,29.3,1.0,725,34.2,1,106,3,1,auto,723,0
41,49.7,22.7,1.0,621,47.1,0,63,3,0,other,714,1
43,83.2,11.1,1.0,536,33.1,2,17,0,1,home_improvement,695,0
47,70.8,25.3,1.0,659,39.9,0,61,0,0,home_improvement,749,0
52,18.3,22.2,1.5,560,28.0,2,86,0,1,home_improvement,690,0
28,57.9,27.7,1.0,790,31.6,2,131,3,0,auto,728,0
63,41.7,14.9,1.0,701,26.8,0,36,1,1,medical,752,0
40,48.4,19.9,1.0,547,15.3,0,35,2,0,home_improvement,712,0
30,46.4,42.5,1.1,620,21.4,1,49,3,0,debt_consolidation,694,0
69,27.6,7.8,1.0,679,6.8,0,24,4,0,home_improvement,736,0
31,97.5,59.3,1.0,564,44.0,0,50,3,0,other,690,1
41,15.0,72.1,5.8,653,70.4,0,111,2,1,other,699,0
33,50.3,89.6,2.1,655,54.3,0,60,0,0,home_improvement,709,0
56,31.5,8.5,1.0,799,18.1,0,109,0,0,debt_consolidation,791,0
18,24.3,11.7,1.0,622,51.6,0,278,2,0,home_improvement,728,0
46,22.9,16.5,1.0,752,50.2,0,43,0,0,auto,765,0
23,35.5,17.0,1.0,708,31.7,0,80,0,0,medical,760,0
60,24.8,36.5,1.8,670,42.9,1,20,0,0,debt_consolidation,723,0
67,43.5,37.5,1.0,646,55.2,0,22,2,0,auto,717,0
52,46.4,100.0,2.6,783,35.3,0,47,0,0,debt_consolidation,744,0
32,40.6,33.4,1.0,581,30.2,0,66,2,1,medical,706,0
56,15.2,42.9,3.4,607,24.7,0,18,1,1,debt_consolidation,717,0
68,55.6,6.5,1.0,687,23.3,2,31,1,1,debt_consolidation,725,1
45,58.0,20.1,1.0,841,48.8,0,65,0,0,debt_consolidation,790,0
37,38.9,21.3,1.0,700,34.4,0,25,0,1,other,752,0
59,62.9,13.7,1.0,767,59.2,0,45,1,1,home_improvement,761,0
26,58.5,19.5,1.0,566,18.6,0,69,0,0,debt_consolidation,732,0
38,29.8,7.9,1.0,731,9.5,1,9,0,1,debt_consolidation,754,0
41,94.2,25.8,1.0,664,55.8,0,38,1,0,debt_consolidation,742,0
43,57.6,39.0,1.0,599,21.1,0,14,0,0,home_improvement,730,0
55,75.5,31.0,1.0,622,23.2,1,18,1,0,home_improvement,719,0
40,48.3,28.5,1.0,850,35.8,0,58,1,1,debt_consolidation,778,0
28,92.3,24.4,1.0,617,51.1,0,54,0,1,medical,736,0
25,59.6,19.7,1.0,691,64.3,0,88,2,0,home_improvement,736,0
40,42.5,12.3,1.0,699,12.1,0,48,0,1,auto,764,0
47,22.2,100.0,5.4,688,6.0,0,80,1,1,home_improvement,719,0
53,40.0,71.7,2.2,704,54.6,0,41,0,1,medical,726,0
49,29.6,21.0,1.0,744,12.7,1,65,0,1,medical,754,0
25,29.0,90.4,3.7,722,21.7,0,33,1,1,medical,722,0
48,73.4,21.8,1.0,634,30.6,0,96,1,1,auto,738,0
34,103.1,19.2,1.0,811,29.6,0,84,0,1,home_improvement,794,0
57,75.2,38.9,1.0,668,51.5,0,3,2,1,debt_consolidation,723,0
38,89.6,12.8,1.0,669,54.5,0,88,1,1,debt_consolidation,746,0
38,32.7,37.0,1.4,636,70.1,1,107,1,0,debt_consolidation,703,0
35,87.5,28.2,1.0,816,12.0,1,0,3,1,home_improvement,753,0
53,29.9,4.1,1.0,656,47.7,0,14,1,1,home_improvement,737,0
40,27.1,5.3,1.0,712,69.9,0,10,0,0,home_improvement,753,0
75,40.1,73.6,2.2,639,37.8,0,16,1,0,home_improvement,711,0
56,38.1,16.8,1.0,613,21.1,1,26,1,1,auto,713,0
28,60.6,11.2,1.0,651,52.2,1,38,1,0,debt_consolidation,726,0
41,65.1,15.7,1.0,539,16.5,2,32,1,1,other,689,0
54,53.2,55.8,1.3,696,61.3,1,27,1,0,debt_consolidation,710,1
51,73.8,7.1,1.0,666,19.2,1,8,2,0,debt_consolidation,736,0
49,35.3,22.9,1.0,646,36.7,0,18,1,0,auto,733,0
45,30.4,11.1,1.0,528,40.9,0,81,1,1,medical,706,0
23,63.9,12.6,1.0,717,18.7,0,257,2,1,debt_consolidation,762,0
24,106.8,32.0,1.0,646,14.2,0,51,1,1,home_improvement,743,0
51,72.7,48.8,1.0,673,37.4,1,18,0,1,debt_consolidation,720,0
34,40.5,4.3,1.0,612,28.1,1,53,0,1,debt_consolidation,726,0
42,78.7,23.7,1.0,848,38.5,0,7,2,0,auto,780,0
49,48.9,27.9,1.0,596,49.0,0,32,0,0,home_improvement,725,0
19,48.8,17.3,1.0,634,5.3,0,74,0,0,medical,753,0
19,49.2,24.4,1.0,626,24.8,0,120,0,0,debt_consolidation,743,0
48,46.4,28.0,1.0,680,43.5,0,153,0,1,home_improvement,746,0
35,109.9,22.6,1.0,850,37.4,0,1,1,1,debt_consolidation,789,0
38,85.7,14.8,1.0,636,16.9,0,23,1,0,other,750,0
55,84.1,44.9,1.0,505,18.2,0,25,0,1,debt_consolidation,705,0
38,28.7,9.2,1.0,684,36.8,0,56,1,1,auto,745,0
41,138.3,20.8,1.0,753,36.8,0,26,2,0,other,770,0
45,32.0,35.1,1.3,586,32.3,0,79,2,0,home_improvement,709,0
21,82.6,15.5,1.0,685,59.4,1,48,1,0,home_improvement,732,0
63,15.0,31.7,2.5,671,52.3,0,2,1,0,debt_consolidation,730,0
47,58.4,41.4,1.0,744,31.1,0,257,1,1,debt_consolidation,759,1
35,82.9,16.0,1.0,704,52.8,0,76,0,1,other,759,0
55,53.2,32.9,1.0,522,48.2,0,100,0,0,other,709,0
30,34.4,100.0,3.5,772,13.4,1,2,1,0,home_improvement,721,0
33,25.2,22.7,1.1,781,30.0,0,41,1,1,auto,762,0
27,63.0,11.5,1.0,732,48.9,0,4,1,0,other,759,0
39,88.0,28.3,1.0,671,38.9,1,9,0,1,auto,733,0
33,87.9,7.5,1.0,739,30.9,0,22,1,1,debt_consolidation,769,0
45,45.5,18.2,1.0,593,26.2,1,51,0,0,debt_consolidation,721,0
34,114.9,46.3,1.0,677,17.8,0,19,0,1,debt_consolidation,750,0
45,86.5,47.5,1.0,650,44.9,1,49,0,0,other,722,0
47,103.6,6.6,1.0,603,14.8,1,191,1,0,debt_consolidation,740,0
46,69.8,100.0,1.7,838,41.8,1,19,0,1,home_improvement,734,0
46,101.3,7.1,1.0,530,12.9,0,57,1,1,debt_consolidation,730,0
43,56.5,26.1,1.0,794,24.7,0,13,0,0,home_improvement,780,0
32,63.1,30.0,1.0,668,41.2,0,45,1,1,debt_consolidation,734,0
18,34.2,21.5,1.0,715,51.9,0,85,0,1,home_improvement,750,0
46,18.4,34.1,2.2,723,43.8,1,47,0,0,home_improvement,735,0
25,51.7,34.6,1.0,680,27.7,0,92,0,1,other,746,0
46,47.8,92.0,2.3,723,41.2,0,34,1,0,debt_consolidation,722,1
41,32.1,54.0,2.0,695,26.2,0,23,1,1,auto,730,0
41,41.2,62.1,1.8,721,32.3,0,289,0,1,debt_consolidation,750,0
42,40.7,33.1,1.0,631,9.1,0,16,1,1,home_improvement,729,0
48,69.8,11.4,1.0,609,3.5,0,3,1,0,debt_consolidation,744,0
30,41.2,79.3,2.3,799,16.2,0,53,0,0,other,760,0
45,53.3,19.2,1.0,679,51.1,2,14,2,0,debt_consolidation,703,1
54,207.4,11.1,1.0,656,15.6,1,22,3,1,home_improvement,743,0
51,25.3,55.3,2.6,578,27.8,0,5,0,0,home_improvement,713,1
55,45.6,38.9,1.0,702,6.3,0,29,0,0,debt_consolidation,759,0
38,146.3,60.6,1.0,707,15.9,0,24,0,1,home_improvement,758,0
41,33.2,22.7,1.0,815,30.8,0,13,1,1,home_improvement,772,1
64,70.5,45.7,1.0,733,40.4,0,39,2,1,debt_consolidation,737,1
48,34.4,36.4,1.3,514,38.7,1,17,1,1,debt_consolidation,678,0
45,44.4,25.0,1.0,705,49.3,1,18,0,0,home_improvement,736,0
